JDA,T_LST,TaC_60m,spd_60m,spdV60m,dirV60m,sdir60m,e__10m,rh_10m,Tdp_10m,TaC_10m,spd_10m,spdV10m,dirV10m,sdir10m,baroKPa,radW/m2,netW/m2,Ta_diff,asp_60m,asp_10m,battVDC,precpmm,T_LST,JDA
152,14:00,18.90,3.64,3.56,98.26,11.51,1.7082,73.34,14.99,19.75,0.41,0.39,99.20,18.09,99.67,555.97,318.96,-0.017,100.00,100.00,12.756,0.0,14:00,152
152,14:15,19.05,3.61,3.57,91.63,9.23,1.7223,73.92,15.12,19.73,0.20,0.20,95.78,11.23,99.65,460.67,261.26,-0.014,100.00,100.00,12.751,0.0,14:15,152
152,14:30,19.32,3.73,3.70,88.01,7.14,1.7324,72.99,15.21,20.10,0.29,0.29,82.56,10.21,99.63,623.62,365.44,-0.016,100.00,100.00,12.750,0.0,14:30,152
152,14:45,19.76,2.74,2.65,91.84,14.82,1.7899,72.91,15.72,20.63,0.14,0.14,96.72,10.14,99.63,694.82,396.26,-0.017,100.00,100.00,12.747,0.0,14:45,152
152,15:00,19.92,2.40,2.31,97.68,16.03,1.7670,71.73,15.52,20.64,0.31,0.31,102.07,0.00,99.65,573.59,319.95,-0.014,100.00,100.00,12.740,0.0,15:00,152
152,15:15,20.11,2.54,2.47,78.18,13.01,1.8004,72.11,15.81,20.79,-0.22,0.19,270.44,111.76,99.65,558.65,310.03,-0.014,100.00,100.00,12.734,0.0,15:15,152
152,15:30,20.14,2.74,2.61,83.07,17.29,1.8159,72.86,15.95,20.81,-0.21,0.18,258.24,110.18,99.64,459.35,242.18,-0.013,100.00,100.00,12.728,0.0,15:30,152
152,15:45,20.27,2.76,2.69,91.98,12.63,1.8116,72.29,15.91,20.96,-0.20,0.18,280.19,112.42,99.63,519.57,278.74,-0.014,100.00,100.00,12.725,0.0,15:45,152
152,16:00,20.11,3.14,3.09,97.84,10.94,1.8036,72.90,15.84,20.74,-0.19,0.19,275.60,113.37,99.64,407.11,206.27,-0.013,100.00,100.00,12.723,0.0,16:00,152
152,16:15,20.38,2.62,2.51,107.79,16.48,1.8119,72.46,15.91,21.04,-0.24,0.23,288.58,112.82,99.63,453.00,215.25,-0.013,100.00,100.00,12.722,0.0,16:15,152
152,16:30,20.59,2.10,2.06,121.98,11.81,1.8331,71.65,16.09,21.20,-0.24,0.23,290.66,113.30,99.62,389.28,185.54,-0.012,100.00,100.00,12.720,0.0,16:30,152
152,16:45,20.70,1.77,1.67,83.68,19.04,1.8291,71.61,16.06,21.28,-0.24,0.22,264.55,112.22,99.60,294.58,134.96,-0.011,100.00,100.00,12.718,0.0,16:45,152
152,17:00,20.70,2.63,2.58,108.79,12.00,1.8612,72.58,16.33,21.28,-0.23,0.22,294.46,113.37,99.58,380.81,172.29,-0.011,100.00,100.00,12.720,0.0,17:00,152
152,17:15,19.88,5.43,5.36,87.08,8.65,1.7042,69.29,14.94,20.61,-0.24,0.24,264.80,113.78,99.56,300.86,122.78,-0.015,100.00,100.00,12.719,0.0,17:15,152
152,17:30,19.14,4.91,4.82,78.94,11.46,1.6137,69.80,14.11,19.67,0.54,0.53,73.69,12.55,99.56,199.59,71.49,-0.011,100.00,100.00,12.721,0.0,17:30,152
152,17:45,18.86,4.06,3.98,56.80,11.50,1.5596,67.95,13.58,19.48,2.87,2.70,64.63,19.78,99.56,233.86,69.07,-0.013,100.00,100.00,12.728,0.0,17:45,152
152,18:00,18.41,4.47,4.43,58.61,7.48,1.4981,67.62,12.97,18.94,3.14,2.99,65.84,17.39,99.54,160.29,28.85,-0.011,100.00,100.00,12.732,0.0,18:00,152
152,18:15,17.93,3.88,3.83,58.19,8.93,1.4660,68.35,12.64,18.36,2.47,2.34,61.23,18.64,99.52,93.15,2.90,-0.009,100.00,100.00,12.740,0.0,18:15,152
152,18:30,17.55,4.17,4.15,65.31,6.43,1.4363,68.63,12.33,17.97,3.30,3.25,75.47,10.30,99.50,92.53,-18.37,-0.008,100.00,100.00,12.751,0.0,18:30,152
152,18:45,17.03,5.49,5.46,73.48,5.83,1.3918,68.63,11.85,17.47,4.34,4.29,82.06,9.12,99.50,64.91,-34.70,-0.009,100.00,100.00,12.762,0.0,18:45,152
152,19:00,16.49,5.19,5.16,74.94,5.32,1.3606,69.88,11.51,16.89,4.23,4.18,83.70,8.93,99.49,41.13,-40.10,-0.008,100.00,100.00,12.774,0.0,19:00,152
152,19:15,16.01,4.41,4.39,71.42,5.67,1.3535,71.42,11.43,16.35,3.25,3.19,80.02,11.20,99.47,16.71,-43.36,-0.007,100.00,100.00,12.789,0.0,19:15,152
152,19:30,15.67,4.06,4.05,74.72,5.04,1.3477,72.66,11.36,16.00,3.02,2.99,78.57,8.15,99.46,4.22,-48.29,-0.007,100.00,100.00,12.806,0.0,19:30,152
152,19:45,15.32,4.03,4.02,77.42,4.80,1.3437,75.58,11.32,15.43,2.55,2.51,84.07,10.22,99.43,-0.42,-48.28,-0.002,100.00,100.00,12.824,0.0,19:45,152
152,20:00,15.12,4.53,4.51,68.60,4.22,1.3280,75.19,11.14,15.30,2.61,2.57,75.70,10.00,99.42,-0.67,-49.42,-0.004,100.00,100.00,12.843,0.0,20:00,152
153,06:00,15.42,3.28,3.26,243.27,6.58,1.5757,88.86,13.74,15.40,1.71,1.68,244.03,11.61,99.32,186.83,87.35,0.000,100.00,100.00,13.011,0.0,06:00,153
153,06:15,15.63,3.05,3.02,247.19,7.74,1.5859,86.74,13.85,15.94,2.15,2.11,249.10,11.50,99.36,236.57,117.61,-0.006,100.00,100.00,12.998,0.0,06:15,153
153,06:30,16.02,2.79,2.72,269.77,12.34,1.6098,84.86,14.07,16.46,2.21,2.14,266.28,14.46,99.40,294.96,146.03,-0.009,100.00,100.00,12.983,0.0,06:30,153
153,06:45,16.25,2.91,2.86,277.63,11.36,1.5365,79.78,13.36,16.68,2.59,2.52,276.54,13.39,99.42,337.09,179.95,-0.009,100.00,100.00,12.967,0.0,06:45,153
153,07:00,16.48,3.18,3.14,290.66,9.21,1.4900,76.27,12.89,16.98,2.65,2.57,285.38,13.96,99.44,365.15,211.33,-0.010,100.00,100.00,12.951,0.0,07:00,153
153,07:15,16.64,2.92,2.85,304.64,12.38,1.4787,74.74,12.77,17.16,2.58,2.43,298.64,19.88,99.47,397.28,246.34,-0.011,100.00,100.00,12.935,0.0,07:15,153
153,07:30,16.99,3.66,3.62,310.24,8.01,1.4660,72.70,12.64,17.50,2.93,2.85,300.23,14.10,99.48,471.47,279.88,-0.010,100.00,100.00,12.918,0.0,07:30,153
153,07:45,17.40,2.69,2.62,317.09,13.09,1.4554,69.50,12.53,18.02,2.39,2.27,306.89,18.24,99.50,545.79,316.04,-0.012,100.00,100.00,12.901,0.0,07:45,153
153,08:00,17.97,2.77,2.68,331.27,14.94,1.3285,61.42,11.14,18.55,2.38,2.27,328.95,16.97,99.52,581.86,349.34,-0.011,100.00,100.00,12.885,0.0,08:00,153
153,08:15,18.35,2.80,2.66,349.85,17.84,1.3153,58.92,10.99,18.94,2.16,2.02,333.32,20.68,99.53,625.51,381.73,-0.012,100.00,100.00,12.868,0.0,08:15,153
153,08:30,18.74,2.19,1.94,352.68,27.29,1.3206,57.31,11.05,19.45,1.67,1.31,348.44,37.43,99.53,668.36,410.87,-0.014,100.00,100.00,12.853,0.0,08:30,153
153,08:45,19.13,2.34,2.19,13.46,20.54,1.2501,52.58,10.22,19.83,1.83,1.63,33.91,26.73,99.54,701.99,436.01,-0.014,100.00,100.00,12.839,0.0,08:45,153
153,09:00,19.31,3.59,3.47,343.12,14.47,1.1858,49.34,9.44,20.05,2.68,2.44,345.37,24.10,99.54,744.63,462.61,-0.015,100.00,100.00,12.824,0.0,09:00,153
153,09:30,19.64,3.92,3.59,339.11,23.51,1.1362,46.28,8.80,20.37,2.58,1.97,345.39,39.31,99.57,821.06,511.59,-0.015,100.00,100.00,12.802,0.0,09:30,153
153,09:45,19.86,3.52,3.30,333.79,20.06,1.1142,44.69,8.51,20.64,2.63,2.25,342.55,30.60,99.57,877.17,542.44,-0.016,100.00,100.00,12.810,0.0,09:45,153
153,10:00,20.26,3.15,2.65,305.73,32.22,1.1092,44.26,8.44,20.86,2.66,2.03,299.14,39.60,99.58,903.78,556.95,-0.012,100.00,100.00,12.804,0.0,10:00,153
153,10:15,20.21,4.19,4.00,295.44,17.09,1.1083,43.74,8.43,20.93,3.63,3.32,292.56,23.85,99.57,867.80,533.40,-0.014,100.00,100.00,12.799,0.0,10:15,153
153,10:30,20.25,3.89,3.66,290.19,19.35,1.0896,42.98,8.18,21.05,3.45,3.03,285.48,28.47,99.56,948.57,588.83,-0.016,100.00,100.00,12.796,0.0,10:30,153
153,10:45,20.57,5.10,4.83,299.25,18.58,1.0928,41.81,8.23,21.45,4.10,3.76,295.25,23.39,99.54,963.89,595.99,-0.018,100.00,100.00,12.795,0.0,10:45,153
153,11:00,20.39,4.12,3.76,297.46,24.10,1.0397,40.41,7.50,21.25,3.25,2.69,294.26,33.78,99.52,981.56,607.11,-0.017,100.00,100.00,12.794,0.0,11:00,153
153,11:15,20.54,4.73,4.52,303.23,17.04,1.0603,40.86,7.78,21.39,3.74,3.39,291.05,25.05,99.50,1001.20,605.66,-0.017,100.00,100.00,12.794,0.0,11:15,153
153,11:30,20.82,4.00,3.77,315.53,19.68,1.0819,41.02,8.07,21.61,3.27,3.06,309.78,20.55,99.48,1008.50,605.90,-0.016,100.00,100.00,12.796,0.0,11:30,153
153,11:45,20.86,4.14,3.97,313.32,16.43,1.0823,40.99,8.08,21.68,3.15,2.90,308.64,22.74,99.47,955.59,581.21,-0.016,100.00,100.00,12.797,0.0,11:45,153
153,12:00,20.93,4.31,3.99,299.19,22.09,1.0568,39.71,7.73,21.73,3.29,3.01,302.44,23.79,99.44,1019.50,627.04,-0.016,100.00,100.00,12.797,0.0,12:00,153
153,12:15,21.07,3.97,3.69,314.91,21.60,1.0859,40.34,8.14,22.00,2.44,2.08,313.71,31.12,99.43,965.12,597.38,-0.019,100.00,100.00,12.795,0.0,12:15,153
153,12:30,21.39,5.06,4.90,285.17,14.53,1.0868,39.68,8.15,22.27,4.18,3.91,286.33,20.48,99.43,1007.40,634.02,-0.018,100.00,100.00,12.793,0.0,12:30,153
153,12:45,21.44,4.96,4.60,297.26,21.88,1.0764,39.27,7.99,22.25,2.62,2.41,289.66,22.79,99.44,737.50,447.57,-0.016,100.00,100.00,12.787,0.0,12:45,153
153,13:00,21.49,5.17,5.03,288.82,13.40,1.0511,38.35,7.66,22.35,-0.06,0.06,126.20,111.73,99.44,989.89,636.70,-0.017,100.00,100.00,12.782,0.0,13:00,153
153,13:15,21.67,5.33,5.08,299.97,17.76,1.0956,39.10,8.26,22.62,-0.17,0.15,121.63,111.85,99.44,887.97,561.60,-0.019,100.00,100.00,12.775,0.0,13:15,153
153,13:30,21.64,5.34,5.22,310.62,12.17,1.0390,37.67,7.48,22.40,-0.18,0.17,130.80,112.61,99.44,722.63,441.96,-0.015,100.00,100.00,12.767,0.0,13:30,153
153,13:45,21.84,6.32,6.09,308.73,15.42,0.9892,35.18,6.77,22.74,-0.18,0.17,133.26,112.39,99.44,880.84,552.37,-0.018,100.00,100.00,12.762,0.0,13:45,153
153,14:00,22.04,5.71,5.55,286.94,13.58,0.9860,34.80,6.72,22.89,-0.19,0.18,100.53,112.65,99.44,851.96,525.25,-0.017,100.00,100.00,12.753,0.0,14:00,153
153,14:15,22.23,4.72,4.58,314.72,13.69,1.0194,35.64,7.21,23.10,-0.21,0.19,129.21,112.30,99.45,835.03,504.44,-0.017,100.00,100.00,12.744,0.0,14:15,153
153,14:30,22.32,5.37,5.16,303.06,15.96,1.0112,35.14,7.09,23.19,-0.22,0.20,124.98,112.68,99.47,830.21,488.34,-0.017,100.00,100.00,12.735,0.0,14:30,153
153,14:45,22.57,6.35,6.17,292.34,13.68,1.0016,34.29,6.94,23.44,-0.22,0.20,113.50,112.76,99.49,796.94,455.31,-0.017,100.00,100.00,12.726,0.0,14:45,153
153,15:00,22.29,6.63,6.47,300.29,12.71,0.9610,33.68,6.35,23.06,-0.22,0.21,113.29,112.84,99.49,620.21,341.20,-0.015,100.00,100.00,12.719,0.0,15:00,153
153,15:15,22.73,5.49,5.19,304.20,19.01,0.9525,32.55,6.21,23.53,-0.22,0.20,129.66,111.63,99.48,691.14,393.86,-0.016,100.00,100.00,12.715,0.0,15:15,153
153,15:30,22.69,5.24,5.01,314.28,17.16,0.8794,30.09,5.06,23.45,-0.22,0.20,133.14,111.69,99.48,632.84,352.12,-0.015,100.00,100.00,12.709,0.0,15:30,153
153,15:45,22.67,5.50,5.31,295.34,14.89,0.8906,30.54,5.25,23.40,-0.21,0.19,115.78,112.45,99.48,586.08,313.68,-0.015,100.00,100.00,12.704,0.0,15:45,153
153,16:00,22.78,5.38,5.13,308.76,17.55,0.9267,31.61,5.82,23.48,-0.13,0.11,130.73,111.80,99.47,552.39,280.73,-0.014,100.00,100.00,12.699,0.0,16:00,153
153,16:15,22.71,4.93,4.69,298.76,17.95,0.8982,30.95,5.37,23.39,0.50,0.45,321.17,24.27,99.47,504.00,231.97,-0.014,100.00,100.00,12.696,0.0,16:15,153
153,16:30,22.58,5.43,5.36,332.51,9.16,0.9064,31.20,5.50,23.29,2.51,2.40,333.43,16.23,99.46,517.13,218.25,-0.014,100.00,100.00,12.695,0.0,16:30,153
153,16:45,22.57,5.15,4.97,309.22,15.23,0.8974,31.22,5.36,23.20,3.73,3.47,309.31,21.24,99.45,488.66,182.30,-0.012,100.00,100.00,12.694,0.0,16:45,153
153,17:00,22.57,5.56,5.48,324.06,9.59,0.8867,30.93,5.19,23.17,3.40,3.24,322.54,17.60,99.45,432.04,143.75,-0.012,100.00,100.00,12.692,0.0,17:00,153
153,17:15,22.56,5.56,5.28,319.69,18.38,0.8781,30.54,5.04,23.09,2.43,2.29,312.98,19.66,99.46,371.33,107.21,-0.011,100.00,100.00,12.691,0.0,17:15,153
153,17:30,22.54,5.33,5.26,302.39,9.56,0.8164,28.81,4.01,23.00,1.63,1.58,301.05,14.23,99.46,317.31,73.56,-0.009,100.00,100.00,12.692,0.0,17:30,153
153,17:45,22.52,5.03,4.87,319.36,14.55,0.8236,29.16,4.13,22.96,3.47,3.28,320.17,19.03,99.47,262.32,39.94,-0.009,100.00,100.00,12.692,0.0,17:45,153
153,18:00,22.40,4.42,4.28,317.91,14.44,0.8225,29.46,4.11,22.72,1.97,1.84,312.63,21.41,99.47,209.01,9.54,-0.006,100.00,100.00,12.691,0.0,18:00,153
153,18:15,22.28,5.80,5.74,329.75,8.61,0.7827,28.33,3.42,22.57,-0.06,0.06,157.76,111.95,99.47,157.54,-22.12,-0.006,100.00,100.00,12.696,0.0,18:15,153
153,18:30,22.14,5.03,4.96,316.25,9.48,0.8043,29.54,3.80,22.28,0.40,0.40,311.92,11.51,99.47,109.15,-52.61,-0.003,100.00,100.00,12.701,0.0,18:30,153
153,18:45,22.00,3.67,3.64,315.70,7.37,0.8081,30.11,3.87,22.02,0.83,0.81,314.50,10.90,99.46,67.18,-68.66,-0.001,100.00,100.00,12.709,0.0,18:45,153
153,19:00,21.87,3.61,3.59,315.51,6.16,0.8328,31.70,4.29,21.63,0.13,0.13,315.97,6.85,99.46,32.87,-58.37,0.005,100.00,100.00,12.713,0.0,19:00,153
153,19:15,21.69,3.49,3.47,312.59,6.01,0.8403,32.94,4.43,21.12,0.61,0.60,304.66,10.55,99.44,9.71,-46.43,0.011,100.00,100.00,12.725,0.0,19:15,153
153,19:30,21.55,3.08,3.07,310.47,4.72,0.8500,34.51,4.59,20.50,0.84,0.82,306.56,11.59,99.40,0.84,-44.91,0.021,100.00,100.00,12.744,0.0,19:30,153
153,19:45,21.39,2.72,2.72,309.47,3.72,0.8537,35.97,4.65,19.87,0.86,0.84,316.92,11.85,99.37,-2.02,-45.64,0.030,100.00,100.00,12.767,0.0,19:45,153
153,20:00,21.34,2.64,2.63,309.64,3.37,0.8525,36.93,4.63,19.51,0.58,0.54,307.07,21.11,99.34,-2.39,-45.34,0.036,100.00,100.00,12.784,0.0,20:00,153
153,20:15,21.32,2.55,2.55,306.19,3.16,0.8575,37.16,4.71,19.40,0.68,0.67,286.09,13.59,99.32,-1.84,-43.98,0.038,100.00,100.00,12.806,0.0,20:15,153
153,20:30,21.44,2.63,2.63,304.11,1.94,0.8520,37.80,4.63,19.07,0.65,0.65,286.55,6.30,99.30,-1.71,-43.44,0.047,100.00,100.00,12.829,0.0,20:30,153
153,20:45,21.32,2.49,2.49,294.81,1.94,0.8871,41.05,5.20,18.36,0.75,0.74,268.73,10.39,99.28,-1.52,-43.87,0.059,100.00,100.00,12.850,0.0,20:45,153
153,21:00,21.41,2.11,2.11,296.36,2.40,0.8994,40.49,5.40,18.89,0.71,0.70,296.50,9.61,99.27,-1.05,-42.16,0.051,100.00,100.00,12.868,0.0,21:00,153
153,21:15,21.43,1.80,1.79,289.84,5.42,0.8958,40.27,5.34,18.70,0.64,0.64,296.47,7.93,99.26,-1.24,-41.74,0.055,100.00,100.00,12.892,0.0,21:15,153
153,21:30,21.40,1.71,1.70,263.48,7.76,0.8971,41.84,5.37,18.17,0.57,0.47,276.61,34.59,99.25,-0.91,-42.34,0.065,100.00,100.00,12.909,0.0,21:30,153
153,21:45,21.22,1.69,1.68,246.58,6.00,0.9429,46.36,6.05,17.47,0.93,0.92,99.04,10.34,99.25,-0.26,-42.93,0.075,100.00,100.00,12.922,0.0,21:45,153
153,22:00,20.98,1.92,1.90,222.13,6.83,1.0378,54.07,7.48,16.62,1.19,1.19,97.00,5.70,99.24,-0.46,-42.68,0.087,100.00,100.00,12.941,0.0,22:00,153
153,22:15,20.13,2.57,2.55,205.49,7.21,1.0158,55.44,7.16,15.85,1.02,0.94,116.34,22.77,99.23,-0.39,-42.41,0.086,100.00,100.00,12.955,0.0,22:15,153
153,22:30,19.59,3.52,3.52,196.31,2.69,0.9374,49.14,6.00,16.61,1.26,1.20,168.37,18.15,99.21,-0.47,-40.76,0.059,100.00,100.00,12.968,0.0,22:30,153
153,22:45,20.00,4.39,4.38,204.28,2.93,0.9184,47.13,5.71,16.80,1.16,1.14,195.87,8.97,99.20,-0.63,-40.36,0.064,100.00,100.00,12.987,0.0,22:45,153
153,23:00,20.14,4.98,4.98,204.20,0.92,0.9339,49.38,5.95,16.26,1.04,1.00,216.71,14.60,99.19,-0.56,-40.32,0.078,100.00,100.00,12.993,0.0,23:00,153
153,23:15,20.15,4.92,4.92,206.63,1.36,0.9433,50.73,6.09,16.05,1.13,1.09,222.80,14.85,99.18,-0.66,-39.67,0.082,100.00,100.00,13.010,0.0,23:15,153
153,23:30,19.87,5.68,5.68,209.90,1.78,0.9564,50.85,6.29,16.21,1.60,1.57,219.21,10.85,99.17,-0.54,-41.17,0.073,100.00,100.00,13.022,0.0,23:30,153
153,23:45,19.49,6.15,6.15,208.97,1.07,0.9466,50.28,6.14,16.27,1.71,1.68,216.49,11.11,99.17,-0.30,-41.89,0.065,100.00,100.00,13.029,0.0,23:45,153
154,00:00,19.72,6.46,6.46,210.09,0.94,0.9501,50.63,6.19,16.14,1.69,1.66,219.60,10.63,99.16,-0.37,-42.23,0.072,100.00,100.00,13.033,0.0,00:00,154
154,00:15,19.21,6.66,6.66,212.76,1.46,0.9487,50.80,6.17,16.12,1.97,1.94,224.08,8.51,99.15,-0.79,-43.85,0.062,100.00,100.00,13.045,0.0,00:15,154
154,00:30,18.11,5.82,5.82,219.84,2.35,0.9715,52.91,6.52,15.79,1.79,1.78,233.53,6.49,99.15,-0.63,-45.22,0.046,100.00,100.00,13.048,0.0,00:30,154
154,00:45,17.47,5.65,5.64,224.36,2.54,1.0077,56.03,7.05,15.51,1.57,1.56,231.18,8.37,99.16,-0.82,-44.04,0.039,100.00,100.00,13.060,0.0,00:45,154
154,01:00,17.37,5.90,5.89,226.52,3.46,1.0319,57.20,7.40,15.52,1.62,1.60,224.25,9.17,99.14,-0.71,-42.84,0.037,100.00,100.00,13.059,0.0,01:00,154
154,01:15,17.42,6.11,6.09,228.95,3.69,1.0400,57.71,7.51,15.52,1.71,1.68,227.62,11.02,99.13,-0.39,-44.42,0.038,100.00,100.00,13.072,0.0,01:15,154
154,01:30,17.36,6.11,6.10,228.89,3.17,1.0238,56.36,7.28,15.63,1.84,1.82,239.50,9.78,99.12,-0.51,-45.17,0.035,100.00,100.00,13.073,0.0,01:30,154
154,01:45,17.31,6.53,6.52,226.72,3.52,1.0163,55.06,7.17,15.75,2.33,2.29,236.33,9.83,99.11,-0.26,-49.24,0.031,100.00,100.00,13.083,0.0,01:45,154
154,02:00,17.08,6.84,6.83,226.02,3.40,1.0123,54.84,7.11,15.80,2.67,2.63,236.82,9.08,99.11,-0.32,-51.66,0.026,100.00,100.00,13.086,0.0,02:00,154
154,02:15,16.90,6.98,6.96,227.13,4.21,0.9993,54.41,6.93,15.76,3.08,3.04,236.63,9.42,99.11,-0.38,-54.92,0.023,100.00,100.00,13.085,0.0,02:15,154
154,02:30,16.63,6.90,6.88,227.55,3.50,0.9878,54.49,6.76,15.60,2.88,2.84,235.56,9.43,99.12,-0.64,-55.24,0.021,100.00,100.00,13.085,0.0,02:30,154
154,02:45,16.37,6.72,6.71,225.65,4.09,0.9907,55.01,6.81,15.47,2.79,2.74,230.22,10.98,99.12,-0.63,-55.39,0.018,100.00,100.00,13.082,0.0,02:45,154
154,03:00,16.66,7.08,7.06,223.48,4.13,0.9889,55.11,6.78,15.46,2.81,2.74,233.44,12.31,99.12,-0.66,-55.96,0.024,100.00,100.00,13.081,0.0,03:00,154
154,03:15,16.91,6.51,6.49,218.99,5.16,1.0045,56.51,7.01,15.31,2.00,1.96,226.21,12.09,99.13,-1.06,-51.59,0.032,100.00,100.00,13.078,0.0,03:15,154
154,03:30,16.80,6.77,6.74,220.82,5.33,1.0224,57.65,7.27,15.30,2.57,2.50,219.23,13.66,99.14,-0.65,-54.28,0.030,100.00,100.00,13.078,0.0,03:30,154
154,03:45,16.59,6.93,6.91,217.85,4.27,1.0250,57.92,7.30,15.22,2.76,2.70,213.45,11.88,99.14,-0.52,-55.14,0.027,100.00,100.00,13.079,0.0,03:45,154
154,04:00,16.39,6.39,6.35,223.28,6.49,1.0169,58.06,7.19,15.11,2.47,2.39,227.32,14.63,99.15,-0.74,-56.12,0.026,100.00,100.00,13.078,0.0,04:00,154
154,04:15,15.97,6.47,6.43,230.66,6.04,1.0096,56.93,7.08,15.31,3.02,2.95,237.93,12.01,99.17,0.76,-58.70,0.013,100.00,100.00,13.078,0.0,04:15,154
154,04:30,15.57,6.58,6.55,226.75,5.03,1.0096,57.90,7.08,14.97,2.90,2.85,232.10,11.52,99.17,5.69,-55.91,0.012,100.00,100.00,13.076,0.0,04:30,154
154,04:45,15.45,6.76,6.73,224.08,5.87,1.0151,58.56,7.16,14.91,3.28,3.21,229.06,11.94,99.17,16.46,-49.67,0.011,100.00,100.00,13.075,0.0,04:45,154
154,05:00,15.28,6.18,6.12,232.59,7.66,1.0282,58.80,7.34,15.06,3.57,3.47,240.33,13.35,99.20,42.95,-42.79,0.004,100.00,100.00,13.073,0.0,05:00,154
154,05:15,14.77,5.26,5.23,239.59,6.24,1.0311,60.55,7.39,14.64,2.74,2.70,243.59,10.07,99.23,46.06,-31.38,0.002,100.00,100.00,13.069,0.0,05:15,154
154,05:30,14.89,4.50,4.48,247.22,6.47,1.0455,61.28,7.59,14.75,2.44,2.39,241.06,11.52,99.25,113.18,7.58,0.003,100.00,100.00,13.064,0.0,05:30,154
154,05:45,15.04,4.79,4.77,244.68,5.07,1.0766,62.28,8.02,14.87,2.62,2.58,237.21,9.21,99.27,127.52,20.23,0.003,100.00,100.00,13.055,0.0,05:45,154
154,06:00,15.30,4.76,4.73,244.98,6.81,1.0863,61.78,8.15,15.32,2.96,2.91,241.63,11.23,99.29,193.44,67.48,-0.000,100.00,100.00,13.043,0.0,06:00,154
154,06:15,15.46,5.11,5.05,258.84,9.10,1.1028,61.52,8.37,15.58,3.42,3.31,254.67,14.30,99.34,212.32,78.22,-0.002,100.00,100.00,13.028,0.0,06:15,154
154,06:30,15.79,4.92,4.85,256.43,9.90,1.1048,59.34,8.40,16.18,3.61,3.53,259.09,12.09,99.37,302.55,138.61,-0.008,100.00,100.00,13.013,0.0,06:30,154
154,06:45,15.96,5.22,5.14,264.43,9.79,1.0962,58.03,8.28,16.42,4.02,3.94,262.25,11.46,99.41,350.43,173.96,-0.009,100.00,100.00,12.996,0.0,06:45,154
154,07:00,16.21,4.28,4.22,260.18,9.56,1.1075,57.92,8.44,16.75,3.52,3.43,256.36,12.57,99.44,397.64,209.13,-0.011,100.00,100.00,12.977,0.0,07:00,154
154,07:15,16.69,3.96,3.89,261.54,10.55,1.1344,57.04,8.78,17.27,3.43,3.31,257.50,15.50,99.46,447.02,243.99,-0.012,100.00,100.00,12.957,0.0,07:15,154
154,07:30,17.34,3.61,3.55,274.68,11.19,1.1509,55.35,9.00,17.97,3.02,2.87,271.44,17.90,99.49,495.22,278.09,-0.013,100.00,100.00,12.936,0.0,07:30,154
154,07:45,17.82,3.32,3.27,267.37,9.67,1.1347,53.01,8.79,18.45,3.00,2.90,267.83,14.35,99.51,542.62,312.81,-0.013,100.00,100.00,12.915,0.0,07:45,154
154,08:00,18.28,3.32,3.28,265.05,9.10,1.1303,51.64,8.74,18.84,2.99,2.91,267.79,12.69,99.54,587.43,345.96,-0.011,100.00,100.00,12.895,0.0,08:00,154
154,08:15,18.87,2.83,2.74,272.02,14.13,1.1469,50.30,8.94,19.50,2.57,2.49,267.87,14.09,99.56,631.11,377.31,-0.012,100.00,100.00,12.876,0.0,08:15,154
154,08:30,19.38,2.50,2.38,259.05,17.15,1.1590,49.21,9.10,20.00,2.23,2.09,274.58,19.86,99.59,672.19,406.65,-0.012,100.00,100.00,12.858,0.0,08:30,154
154,08:45,19.93,2.27,2.17,268.22,16.92,1.1561,47.17,9.06,20.59,2.06,1.93,268.49,20.21,99.61,711.93,435.47,-0.013,100.00,100.00,12.841,0.0,08:45,154
154,09:00,20.52,2.64,2.50,270.23,18.94,1.1463,44.79,8.93,21.22,2.37,2.19,259.52,22.61,99.61,750.62,461.37,-0.014,100.00,100.00,12.826,0.0,09:00,154
154,09:15,21.14,2.72,2.51,278.63,22.44,1.1926,44.82,9.50,21.91,2.38,2.18,273.12,23.49,99.62,790.32,487.05,-0.015,100.00,100.00,12.812,0.0,09:15,154
154,09:30,21.71,4.01,3.91,298.77,12.79,1.0235,37.21,7.25,22.31,3.44,3.28,287.35,17.58,99.63,818.79,512.91,-0.012,100.00,100.00,12.800,0.0,09:30,154
154,09:45,21.87,3.74,3.52,282.71,19.71,1.0472,37.32,7.59,22.60,3.07,2.87,283.66,20.49,99.62,857.05,533.71,-0.015,100.00,100.00,12.791,0.0,09:45,154
154,10:00,22.33,5.28,5.13,292.10,13.60,0.9469,33.19,6.08,22.99,4.33,4.11,289.66,18.57,99.62,886.30,552.29,-0.013,100.00,100.00,12.785,0.0,10:00,154
154,10:15,22.67,5.92,5.60,289.84,18.80,0.9228,31.58,5.72,23.37,4.46,4.13,289.34,22.17,99.62,912.90,568.87,-0.014,100.00,100.00,12.781,0.0,10:15,154
154,10:30,22.79,6.33,6.15,301.04,13.83,0.9110,30.80,5.57,23.51,5.09,4.81,295.32,19.31,99.60,930.93,584.46,-0.014,100.00,100.00,12.778,0.0,10:30,154
154,10:45,23.23,5.49,5.26,283.72,16.57,0.9380,30.85,5.98,23.99,4.44,4.21,278.21,18.34,99.59,953.61,596.60,-0.015,100.00,100.00,12.777,0.0,10:45,154
