JDA,T_LST,TaC_60m,spd_60m,spdV60m,dirV60m,sdir60m,e__10m,rh_10m,Tdp_10m,TaC_10m,spd_10m,spdV10m,dirV10m,sdir10m,baroKPa,radW/m2,netW/m2,Ta_diff,asp_60m,asp_10m,battVDC,precpmm,T_LST,JDA
194,20:30,19.90,3.19,3.18,51.15,4.97,1.7047,72.90,14.96,19.76,1.70,1.66,49.78,12.80,99.79,-1.26,-34.21,0.003,100.00,100.00,12.810,0.0,20:30,194
194,20:45,19.72,3.24,3.21,43.85,7.63,1.6890,73.47,14.82,19.47,1.98,1.92,42.95,13.56,99.79,-0.92,-37.09,0.005,100.00,100.00,12.824,0.0,20:45,194
194,21:00,19.63,3.54,3.50,46.87,7.75,1.6602,72.46,14.55,19.47,2.08,2.00,49.31,15.49,99.78,-0.53,-38.99,0.003,100.00,100.00,12.837,0.0,21:00,194
194,21:15,19.44,3.24,3.20,44.97,8.93,1.6411,72.42,14.37,19.27,1.56,1.49,51.42,17.34,99.78,-0.84,-37.68,0.004,100.00,100.00,12.849,0.0,21:15,194
194,21:30,19.31,3.60,3.55,44.59,10.28,1.6562,73.05,14.51,19.24,2.03,1.94,52.91,16.95,99.77,-0.50,-40.25,0.001,100.00,100.00,12.861,0.0,21:30,194
194,21:45,19.13,3.11,3.06,40.49,10.24,1.6657,74.66,14.60,19.03,1.94,1.87,43.79,15.36,99.76,-0.75,-40.23,0.002,100.00,100.00,12.872,0.0,21:45,194
194,22:00,19.01,3.53,3.48,45.77,9.61,1.6863,76.06,14.79,18.88,2.02,1.95,46.65,15.41,99.76,-0.63,-41.61,0.003,100.00,100.00,12.881,0.0,22:00,194
194,22:15,18.84,3.33,3.29,47.21,8.99,1.7125,77.44,15.03,18.74,1.69,1.62,55.96,16.57,99.76,-0.67,-40.16,0.002,100.00,100.00,12.890,0.0,22:15,194
194,22:30,18.70,2.76,2.74,43.51,8.14,1.7186,79.03,15.09,18.52,1.71,1.67,39.45,13.16,99.76,-1.06,-37.44,0.003,100.00,100.00,12.898,0.0,22:30,194
194,22:45,18.58,2.58,2.56,35.45,7.59,1.7194,80.47,15.10,18.31,1.21,1.13,16.65,21.24,99.76,-1.31,-33.67,0.005,100.00,100.00,12.908,0.0,22:45,194
194,23:00,18.53,3.29,3.29,29.67,3.99,1.7463,82.39,15.34,18.11,1.30,1.24,13.89,16.86,99.76,-1.23,-33.62,0.008,100.00,100.00,12.917,0.0,23:00,194
194,23:15,18.50,3.89,3.88,29.24,2.29,1.7676,83.91,15.52,17.97,1.60,1.55,28.78,14.06,99.75,-0.86,-33.28,0.011,100.00,100.00,12.925,0.0,23:15,194
194,23:30,18.46,4.66,4.65,27.18,2.74,1.7487,84.39,15.36,17.83,1.64,1.59,31.15,14.75,99.75,-0.61,-34.67,0.013,100.00,100.00,12.933,0.0,23:30,194
194,23:45,18.44,4.42,4.41,26.46,3.77,1.7005,82.42,14.93,17.82,1.58,1.51,35.49,16.34,99.74,-0.57,-34.97,0.012,100.00,100.00,12.941,0.0,23:45,194
195,00:00,18.45,4.17,4.16,24.94,3.00,1.6814,81.32,14.75,17.75,1.33,1.24,25.71,20.99,99.74,-0.69,-33.72,0.014,100.00,100.00,12.948,0.0,00:00,195
195,00:15,18.42,3.99,3.99,24.36,2.69,1.6752,81.76,14.69,17.57,0.99,0.88,17.62,26.61,99.75,-0.75,-33.09,0.017,100.00,100.00,12.955,0.0,00:15,195
195,00:30,18.33,3.52,3.51,21.57,3.75,1.6869,84.53,14.80,17.09,1.10,1.01,307.59,22.94,99.75,-0.96,-33.13,0.025,100.00,100.00,12.963,0.0,00:30,195
195,00:45,18.30,3.62,3.62,13.41,2.28,1.6838,84.30,14.77,17.09,1.22,1.20,312.19,12.35,99.75,-1.01,-31.66,0.024,100.00,100.00,12.969,0.0,00:45,195
195,01:00,18.17,3.12,3.11,2.02,5.49,1.6316,80.63,14.28,17.32,1.24,1.23,344.27,8.72,99.75,-0.46,-29.71,0.017,100.00,100.00,12.976,0.0,01:00,195
195,01:15,18.09,3.21,3.20,1.48,4.05,1.5947,78.92,13.93,17.44,1.37,1.35,348.94,8.84,99.74,-0.35,-29.24,0.013,100.00,100.00,12.982,0.0,01:15,195
195,01:30,18.17,3.74,3.74,9.48,1.59,1.6253,79.90,14.22,17.37,1.51,1.47,345.88,12.91,99.74,-0.58,-29.79,0.016,100.00,100.00,12.989,0.0,01:30,195
195,01:45,18.14,4.11,4.11,8.08,1.18,1.6314,82.13,14.28,17.01,1.44,1.40,341.93,13.21,99.74,-0.62,-29.73,0.023,100.00,100.00,12.994,0.0,01:45,195
195,02:00,18.00,4.18,4.16,1.49,5.69,1.6225,82.74,14.20,16.86,1.54,1.49,343.36,14.48,99.74,-0.65,-28.56,0.023,100.00,100.00,12.999,0.0,02:00,195
195,02:15,17.88,3.78,3.78,353.21,2.02,1.6221,84.20,14.19,16.51,1.54,1.51,325.11,11.97,99.75,-0.76,-28.04,0.027,100.00,100.00,13.003,0.0,02:15,195
195,02:30,17.76,3.77,3.77,354.77,1.97,1.6282,86.02,14.25,16.28,1.53,1.50,323.86,11.82,99.74,-0.87,-26.20,0.029,100.00,100.00,13.007,0.0,02:30,195
195,02:45,17.69,4.67,4.67,359.22,1.81,1.6099,84.04,14.08,16.49,1.75,1.72,339.15,11.27,99.73,-0.67,-25.56,0.024,100.00,100.00,13.012,0.0,02:45,195
195,03:00,17.60,4.89,4.89,355.89,2.59,1.6018,84.70,14.00,16.24,1.73,1.70,328.58,11.77,99.74,-0.77,-26.98,0.027,100.00,100.00,13.016,0.0,03:00,195
195,03:15,17.56,6.37,6.37,357.74,1.45,1.5894,85.06,13.88,16.05,1.96,1.93,331.89,10.73,99.74,-0.78,-29.64,0.030,100.00,100.00,13.019,0.0,03:15,195
195,03:30,17.50,7.10,7.09,357.34,1.37,1.5657,84.42,13.65,15.99,2.02,1.98,329.56,11.88,99.75,-0.93,-30.44,0.030,100.00,100.00,13.021,0.0,03:30,195
195,03:45,17.16,5.09,5.07,350.56,4.22,1.5605,85.42,13.60,15.70,1.68,1.64,302.86,11.39,99.76,-0.85,-30.00,0.029,100.00,100.00,13.024,0.0,03:45,195
195,04:00,17.11,5.06,5.06,349.41,2.00,1.5700,86.60,13.69,15.54,1.99,1.96,318.50,8.30,99.77,-0.99,-28.76,0.031,100.00,100.00,13.026,0.0,04:00,195
195,04:15,17.07,6.31,6.30,352.06,3.20,1.5442,85.66,13.44,15.56,2.19,2.15,329.47,11.65,99.78,-0.50,-31.40,0.030,100.00,100.00,13.027,0.0,04:15,195
195,04:30,17.20,7.71,7.71,356.33,1.78,1.5411,85.14,13.40,15.54,2.17,2.12,334.50,11.86,99.77,1.18,-32.75,0.033,100.00,100.00,13.029,0.0,04:30,195
195,04:45,17.29,7.43,7.42,3.32,2.25,1.5344,85.09,13.34,15.49,1.79,1.70,349.31,18.70,99.77,6.40,-29.81,0.036,100.00,100.00,13.030,0.0,04:45,195
195,05:00,17.32,7.43,7.43,5.03,1.89,1.5338,84.29,13.33,15.58,1.89,1.70,352.13,25.60,99.79,22.81,-24.12,0.035,100.00,100.00,13.030,0.0,05:00,195
195,05:15,17.26,7.60,7.59,3.47,2.05,1.5288,83.42,13.28,15.76,2.03,1.94,344.76,16.84,99.80,60.20,-19.20,0.030,100.00,100.00,13.029,0.0,05:15,195
195,05:30,17.21,7.22,7.22,1.23,2.47,1.5325,82.69,13.32,16.00,1.98,1.91,341.61,14.85,99.83,93.79,1.99,0.024,100.00,100.00,13.024,0.0,05:30,195
195,05:45,17.15,6.95,6.95,0.83,2.98,1.5513,81.65,13.51,16.36,1.99,1.90,345.90,16.71,99.85,129.21,30.44,0.016,100.00,100.00,13.016,0.0,05:45,195
195,06:00,17.13,5.26,5.24,4.56,4.82,1.5932,81.19,13.91,16.79,1.58,1.48,350.56,20.34,99.91,168.91,62.86,0.007,100.00,100.00,13.005,0.0,06:00,195
195,06:15,17.32,3.63,3.59,9.74,8.40,1.6323,80.55,14.29,17.35,1.34,1.16,1.65,29.47,99.95,216.74,96.38,-0.001,100.00,100.00,12.989,0.0,06:15,195
195,06:30,17.75,2.64,2.56,3.62,13.59,1.6867,80.24,14.79,17.95,1.38,1.21,348.07,28.91,99.99,267.41,130.27,-0.004,100.00,100.00,12.971,0.0,06:30,195
195,06:45,18.24,2.42,2.35,1.42,14.02,1.6956,77.67,14.88,18.60,1.79,1.65,345.25,22.20,100.03,320.99,166.87,-0.007,100.00,100.00,12.950,0.0,06:45,195
195,07:00,18.78,2.63,2.56,9.45,13.51,1.7379,76.02,15.26,19.27,1.90,1.73,10.42,24.17,100.08,353.20,200.98,-0.010,100.00,100.00,12.929,0.0,07:00,195
195,07:15,19.17,2.11,1.97,0.83,21.19,1.7546,74.39,15.41,19.73,1.83,1.57,0.03,30.56,100.13,397.31,236.27,-0.011,100.00,100.00,12.907,0.0,07:15,195
195,07:30,19.52,2.44,2.35,353.47,15.49,1.7551,72.55,15.42,20.14,2.07,1.91,343.49,22.64,100.17,444.83,270.13,-0.012,100.00,100.00,12.885,0.0,07:30,195
195,07:45,19.85,1.73,1.59,350.26,23.29,1.7449,70.89,15.33,20.44,1.86,1.75,333.04,20.43,100.20,495.66,305.79,-0.012,100.00,100.00,12.864,0.0,07:45,195
195,08:00,20.25,2.22,2.11,347.59,18.73,1.7565,68.94,15.42,20.98,2.08,1.84,340.15,27.67,100.22,543.31,339.83,-0.015,100.00,100.00,12.843,0.0,08:00,195
195,08:15,20.63,2.56,2.29,352.71,26.19,1.7181,66.46,15.08,21.36,1.95,1.46,356.52,40.64,100.24,588.31,370.09,-0.015,100.00,100.00,12.824,0.0,08:15,195
195,08:30,21.00,3.44,3.33,6.01,14.98,1.6934,63.45,14.86,21.73,2.54,2.24,9.41,28.13,100.26,630.09,401.95,-0.015,100.00,100.00,12.804,0.0,08:30,195
195,08:45,21.36,5.10,5.02,4.69,10.07,1.7002,61.74,14.92,22.18,2.99,2.70,19.44,25.11,100.29,674.29,431.98,-0.016,100.00,100.00,12.790,0.0,08:45,195
195,09:00,21.61,4.55,4.46,10.23,11.71,1.6872,60.75,14.80,22.40,3.20,2.92,19.71,24.01,100.29,719.28,461.15,-0.016,100.00,100.00,12.779,0.0,09:00,195
195,09:15,21.91,3.50,3.37,23.50,15.69,1.7187,60.23,15.09,22.68,2.83,2.64,39.94,21.05,100.27,744.70,483.81,-0.016,100.00,100.00,12.769,0.0,09:15,195
195,09:30,22.15,3.90,3.62,21.64,21.66,1.6870,58.48,14.80,22.94,2.95,2.60,40.63,27.84,100.28,774.43,508.51,-0.016,100.00,100.00,12.761,0.0,09:30,195
195,09:45,22.30,3.01,2.91,35.22,14.98,1.6604,57.08,14.55,23.06,1.51,1.41,41.58,20.61,100.29,797.82,528.04,-0.015,100.00,100.00,12.753,0.0,09:45,195
195,10:00,22.52,3.53,3.07,24.85,29.29,1.6935,57.76,14.86,23.25,1.25,0.96,37.09,38.78,100.30,865.45,550.23,-0.015,100.00,100.00,12.747,0.0,10:00,195
195,10:15,22.69,2.93,2.62,34.09,26.30,1.7008,57.62,14.92,23.36,0.81,0.72,63.88,27.60,100.29,882.99,566.03,-0.013,100.00,100.00,12.744,0.0,10:15,195
195,10:30,22.94,2.56,2.34,70.34,23.69,1.7281,57.46,15.17,23.72,0.71,0.61,80.33,29.56,100.29,947.04,608.10,-0.016,100.00,100.00,12.744,0.0,10:30,195
195,10:45,22.92,2.97,2.83,16.97,17.83,1.7469,58.33,15.34,23.54,0.90,0.81,26.78,25.06,100.27,616.05,383.16,-0.012,100.00,100.00,12.734,0.0,10:45,195
195,11:00,22.95,2.91,2.66,8.26,23.79,1.6731,56.03,14.66,23.68,1.10,0.89,5.38,35.53,100.27,669.66,432.38,-0.015,100.00,100.00,12.738,0.0,11:00,195
195,11:15,23.51,2.36,2.22,55.01,19.55,1.6442,53.40,14.40,24.15,1.57,1.33,67.71,31.58,100.26,936.71,597.61,-0.013,100.00,100.00,12.737,0.0,11:15,195
195,11:30,23.81,3.01,2.48,44.95,34.02,1.6778,52.93,14.71,24.62,1.58,1.26,76.45,36.75,100.26,965.41,607.81,-0.016,100.00,100.00,12.738,0.0,11:30,195
195,11:45,23.69,3.27,2.98,12.01,24.04,1.7050,53.92,14.96,24.47,1.43,1.21,31.07,31.36,100.26,634.48,389.37,-0.016,100.00,100.00,12.730,0.0,11:45,195
195,12:00,23.86,2.71,2.48,36.28,23.48,1.6825,52.90,14.75,24.78,1.17,1.01,54.02,30.00,100.25,1060.20,679.97,-0.018,100.00,100.00,12.726,0.0,12:00,195
195,12:15,24.19,2.57,2.20,21.12,30.53,1.7173,51.91,15.07,25.21,1.08,0.87,51.32,36.08,100.24,998.86,622.24,-0.020,100.00,100.00,12.726,0.0,12:15,195
195,12:30,24.39,3.15,2.81,61.09,26.80,1.6987,50.83,14.90,25.44,2.03,1.77,62.89,28.72,100.23,935.78,588.92,-0.021,100.00,100.00,12.726,0.0,12:30,195
195,12:45,24.04,3.38,3.19,9.20,19.24,1.6288,51.39,14.25,24.61,1.44,1.32,8.98,23.05,100.23,613.67,365.08,-0.011,100.00,100.00,12.720,0.0,12:45,195
195,13:00,24.48,2.23,1.89,41.47,31.51,1.6536,49.60,14.48,25.35,1.25,1.15,44.93,22.67,100.23,1053.80,659.57,-0.018,100.00,100.00,12.714,0.0,13:00,195
195,13:15,24.56,2.64,2.25,34.37,31.17,1.6701,49.89,14.63,25.51,1.30,1.10,35.52,31.90,100.22,1012.90,620.44,-0.019,100.00,100.00,12.710,0.0,13:15,195
195,13:30,24.56,2.94,2.40,33.78,34.61,1.6360,48.92,14.32,25.50,1.67,1.38,28.81,33.67,100.23,961.66,589.50,-0.019,100.00,100.00,12.708,0.0,13:30,195
195,13:45,24.87,3.65,2.78,9.79,39.54,1.6319,47.90,14.28,25.82,1.62,1.08,25.70,46.94,100.23,966.34,582.39,-0.019,100.00,100.00,12.701,0.0,13:45,195
195,14:00,25.00,2.82,1.94,55.77,45.25,1.5833,46.52,13.81,25.88,1.82,1.45,62.17,36.38,100.22,912.77,540.72,-0.018,100.00,100.00,12.694,0.0,14:00,195
195,14:15,25.10,2.64,2.37,49.48,25.73,1.5829,46.25,13.81,25.92,1.71,1.59,49.32,21.43,100.22,875.97,512.69,-0.017,100.00,100.00,12.686,0.0,14:15,195
195,14:30,25.08,1.64,1.02,74.95,49.82,1.5852,46.52,13.83,25.91,0.86,0.52,91.74,51.23,100.24,829.63,469.74,-0.017,100.00,100.00,12.679,0.0,14:30,195
195,14:45,25.38,2.54,1.68,25.43,47.12,1.6064,46.55,14.03,26.20,1.77,1.26,2.08,43.48,100.23,808.48,459.96,-0.016,100.00,100.00,12.673,0.0,14:45,195
195,15:00,25.44,3.39,3.18,50.00,19.98,1.6067,46.23,14.04,26.27,2.67,2.48,60.59,21.80,100.24,799.18,449.21,-0.017,100.00,100.00,12.667,0.0,15:00,195
195,15:15,25.11,4.78,4.59,91.25,15.94,1.7532,51.21,15.39,25.98,3.21,3.03,84.76,19.14,100.24,615.79,339.95,-0.017,100.00,100.00,12.663,0.0,15:15,195
195,16:15,24.89,3.19,3.00,69.18,19.64,1.7810,53.44,15.64,25.66,-0.21,0.20,245.65,113.17,100.21,554.64,280.88,-0.015,100.00,100.00,12.654,0.0,16:15,195
195,16:30,24.71,4.02,3.86,76.15,16.48,1.7793,53.84,15.62,25.52,-0.13,0.12,240.57,111.97,100.20,498.97,242.39,-0.016,100.00,100.00,12.652,0.0,16:30,195
195,16:45,24.74,3.57,3.47,68.72,13.81,1.7921,54.42,15.74,25.43,0.38,0.35,61.97,21.57,100.18,444.04,203.88,-0.014,100.00,100.00,12.652,0.0,16:45,195
195,17:00,24.52,3.84,3.73,75.76,13.36,1.7713,54.69,15.56,25.18,2.94,2.79,81.95,18.32,100.18,388.41,165.60,-0.013,100.00,100.00,12.652,0.0,17:00,195
195,17:15,24.43,3.40,3.18,73.11,20.71,1.7759,55.24,15.60,25.02,2.17,2.08,88.25,17.13,100.17,340.01,131.69,-0.012,100.00,100.00,12.654,0.0,17:15,195
195,17:30,24.33,3.23,3.09,77.59,16.50,1.7788,55.58,15.62,24.93,1.72,1.56,83.58,24.70,100.16,292.03,100.56,-0.012,100.00,100.00,12.656,0.0,17:30,195
195,17:45,24.26,2.71,2.66,63.74,11.42,1.7611,55.49,15.46,24.83,0.96,0.91,67.62,18.30,100.16,246.47,70.58,-0.011,100.00,100.00,12.657,0.0,17:45,195
195,18:00,24.18,3.31,3.28,67.25,8.02,1.7380,55.11,15.26,24.74,1.37,1.31,75.99,16.32,100.16,202.57,41.53,-0.011,100.00,100.00,12.660,0.0,18:00,195
195,18:15,24.11,3.15,3.08,73.32,12.22,1.7437,55.79,15.31,24.57,1.31,1.27,88.22,13.35,100.16,154.26,11.95,-0.009,100.00,100.00,12.664,0.0,18:15,195
195,18:30,23.57,4.29,4.19,94.60,12.56,1.8141,60.33,15.93,23.87,1.98,1.93,99.08,13.26,100.17,111.86,-16.51,-0.006,100.00,100.00,12.671,0.0,18:30,195
195,18:45,23.13,4.20,4.15,95.91,8.87,1.8237,62.78,16.01,23.35,1.99,1.95,103.87,10.39,100.16,69.42,-40.36,-0.004,100.00,100.00,12.676,0.0,18:45,195
195,19:00,22.49,4.26,4.23,94.86,6.65,1.8406,65.88,16.16,22.67,1.78,1.76,103.26,9.14,100.15,27.62,-43.54,-0.004,100.00,100.00,12.685,0.0,19:00,195
195,19:15,22.00,5.26,5.24,89.17,4.93,1.8384,68.28,16.14,22.02,2.12,2.07,93.73,12.02,100.14,7.15,-41.91,-0.000,100.00,100.00,12.696,0.0,19:15,195
195,19:30,21.55,5.23,5.22,88.83,4.62,1.8459,70.61,16.20,21.53,2.61,2.56,95.48,10.84,100.11,2.59,-45.36,0.000,100.00,100.00,12.712,0.0,19:30,195
195,19:45,21.11,5.21,5.19,85.17,5.62,1.8485,72.86,16.22,21.06,2.91,2.85,88.62,11.34,100.09,-0.05,-47.81,0.001,100.00,100.00,12.729,0.0,19:45,195
195,20:00,20.81,4.63,4.61,80.90,5.63,1.8448,73.80,16.20,20.83,2.93,2.89,84.46,8.62,100.08,-0.80,-47.57,-0.000,100.00,100.00,12.747,0.0,20:00,195
195,20:15,20.53,4.87,4.85,72.51,4.76,1.8267,74.27,16.04,20.61,2.65,2.59,74.13,11.87,100.07,-0.72,-48.54,-0.001,100.00,100.00,12.764,0.0,20:15,195
195,20:30,20.20,4.32,4.30,79.72,5.50,1.8327,76.19,16.09,20.15,2.49,2.44,86.40,11.27,100.06,-0.83,-47.03,0.001,100.00,100.00,12.780,0.0,20:30,195
195,20:45,19.96,4.41,4.38,70.07,5.68,1.8274,77.36,16.05,19.91,2.19,2.14,70.87,11.98,100.06,-0.78,-45.52,0.001,100.00,100.00,12.795,0.0,20:45,195
195,21:00,19.70,4.52,4.49,77.78,5.82,1.8178,79.12,15.96,19.45,2.36,2.33,91.27,10.03,100.06,-0.81,-44.58,0.005,100.00,100.00,12.811,0.0,21:00,195
195,21:15,19.46,4.31,4.30,81.07,4.52,1.8324,81.26,16.09,19.14,1.95,1.87,77.20,16.38,100.05,-0.78,-42.61,0.006,100.00,100.00,12.825,0.0,21:15,195
195,21:30,19.25,4.00,3.99,84.11,4.19,1.8377,82.53,16.14,18.89,1.79,1.76,82.65,10.67,100.05,-0.81,-38.38,0.007,100.00,100.00,12.839,0.0,21:30,195
195,21:45,19.19,4.78,4.78,85.42,3.66,1.8529,84.12,16.26,18.72,2.27,2.23,79.90,10.21,100.02,-0.48,-40.30,0.009,100.00,100.00,12.854,0.0,21:45,195
195,22:00,19.24,5.36,5.35,82.68,4.43,1.8792,85.60,16.48,18.73,2.53,2.47,79.95,12.60,100.01,-0.28,-45.16,0.010,100.00,100.00,12.867,0.0,22:00,195
195,22:15,19.32,5.48,5.47,79.42,2.64,1.8948,85.27,16.61,18.85,2.54,2.50,75.53,10.36,100.00,-0.17,-45.93,0.009,100.00,100.00,12.878,0.0,22:15,195
195,22:30,19.31,5.70,5.69,78.05,2.07,1.9025,85.94,16.68,18.79,2.72,2.68,75.36,10.07,100.00,-0.27,-43.62,0.010,100.00,100.00,12.888,0.0,22:30,195
195,22:45,19.29,5.26,5.25,75.92,1.64,1.9035,86.91,16.69,18.66,2.45,2.40,75.20,11.09,100.01,-0.26,-37.99,0.012,100.00,100.00,12.897,0.0,22:45,195
195,23:00,19.21,4.93,4.93,80.04,2.19,1.9166,88.11,16.79,18.52,2.10,2.05,77.80,12.06,100.00,-0.32,-36.74,0.014,100.00,100.00,12.904,0.0,23:00,195
195,23:15,19.05,5.37,5.36,81.16,3.73,1.9272,89.33,16.88,18.39,2.37,2.33,81.72,10.33,99.97,-0.35,-39.29,0.013,100.00,100.00,12.911,0.0,23:15,195
195,23:30,18.95,5.21,5.20,82.75,3.87,1.9481,89.89,17.05,18.43,2.30,2.25,86.75,11.78,99.97,-0.31,-40.68,0.010,100.00,100.00,12.916,0.0,23:30,195
195,23:45,18.97,5.00,5.00,81.78,2.70,1.9466,90.64,17.04,18.32,2.18,2.14,79.94,10.17,99.97,-0.34,-38.77,0.013,100.00,100.00,12.921,0.0,23:45,195
196,00:00,19.14,5.22,5.22,78.87,1.97,1.9411,90.41,16.99,18.39,2.15,2.11,72.87,11.66,99.97,-0.32,-38.60,0.015,100.00,100.00,12.926,0.0,00:00,196
196,00:15,19.18,5.18,5.18,79.67,3.02,1.9360,90.36,16.95,18.30,2.43,2.38,77.40,10.86,99.97,-0.24,-39.67,0.018,100.00,100.00,12.931,0.0,00:15,196
196,00:30,19.07,4.65,4.64,80.14,3.16,1.9391,90.71,16.98,18.30,1.92,1.86,67.50,14.61,99.97,-0.33,-38.42,0.015,100.00,100.00,12.935,0.0,00:30,196
196,00:45,19.17,4.61,4.61,81.85,3.21,1.9309,90.59,16.91,18.23,2.01,1.98,80.66,11.06,99.98,-0.20,-35.63,0.019,100.00,100.00,12.939,0.0,00:45,196
196,01:00,19.01,4.58,4.58,83.03,2.07,1.9380,90.66,16.97,18.23,2.13,2.10,75.49,8.82,99.97,-0.09,-35.05,0.016,100.00,100.00,12.942,0.0,01:00,196
196,01:15,19.02,4.83,4.82,87.27,2.89,1.9277,90.97,16.89,18.20,2.13,2.10,81.23,9.04,99.95,-0.18,-30.12,0.016,100.00,100.00,12.946,0.0,01:15,196
196,01:30,19.02,5.08,5.07,90.59,2.80,1.9460,91.53,17.04,18.21,2.13,2.10,88.51,8.64,99.95,-0.02,-24.94,0.016,100.00,100.00,12.948,0.0,01:30,196
196,01:45,19.19,5.05,5.05,93.30,1.09,1.9541,92.22,17.10,18.17,2.07,2.04,87.55,9.17,99.95,-0.00,-22.85,0.020,100.00,100.00,12.950,0.0,01:45,196
196,02:00,19.11,4.64,4.63,87.24,2.49,1.9719,91.90,17.24,18.34,1.92,1.89,74.45,10.19,99.95,-0.01,-21.46,0.015,100.00,100.00,12.951,0.0,02:00,196
196,02:15,19.11,4.67,4.66,97.01,4.18,1.9629,91.78,17.17,18.28,2.09,2.05,92.64,10.19,99.94,0.03,-23.02,0.017,100.00,100.00,12.951,0.0,02:15,196
196,02:30,19.02,3.94,3.92,98.96,4.88,1.9693,93.12,17.22,18.14,1.36,1.27,85.90,20.61,99.95,-0.16,-18.96,0.018,100.00,100.00,12.952,0.0,02:30,196
196,02:45,19.12,4.31,4.31,104.66,1.63,1.9728,92.87,17.25,18.21,1.87,1.85,94.41,9.02,99.92,-0.06,-8.29,0.018,100.00,100.00,12.953,0.0,02:45,196
196,03:00,19.08,4.43,4.42,108.80,3.72,1.9799,93.50,17.31,18.11,2.14,2.11,102.87,9.01,99.90,0.20,-20.39,0.019,100.00,100.00,12.953,0.0,03:00,196
196,03:15,18.92,4.87,4.86,115.90,2.69,1.9723,94.88,17.25,17.81,2.21,2.20,104.49,6.38,99.88,0.06,-27.42,0.022,100.00,100.00,12.954,0.0,03:15,196
196,03:30,18.79,6.10,6.05,124.95,6.83,1.9854,97.11,17.35,17.54,2.22,2.19,112.65,10.37,99.85,-0.00,-20.21,0.025,100.00,100.00,12.954,0.0,03:30,196
196,03:45,18.38,4.80,4.79,126.51,4.08,1.9962,98.05,17.44,17.58,1.89,1.86,104.83,10.52,99.86,-0.01,-10.47,0.016,100.00,100.00,12.954,0.0,03:45,196
196,04:00,18.47,5.16,5.15,122.38,4.42,2.0007,97.80,17.47,17.62,2.28,2.26,103.43,6.98,99.83,0.00,-25.33,0.017,100.00,100.00,12.953,0.0,04:00,196
196,04:15,18.73,5.52,5.48,119.31,7.10,1.9902,96.77,17.39,17.74,2.31,2.25,100.55,13.04,99.82,0.07,-25.36,0.020,100.00,100.00,12.952,0.0,04:15,196
196,04:30,18.77,4.20,4.19,108.84,4.19,1.9547,93.02,17.10,18.08,1.95,1.90,77.23,12.91,99.86,2.51,-11.57,0.014,100.00,100.00,12.953,0.0,04:30,196
196,04:45,18.97,4.21,4.18,119.88,6.23,1.8858,87.88,16.54,18.43,2.04,2.00,95.86,10.30,99.88,11.55,-1.11,0.011,100.00,100.00,12.952,0.0,04:45,196
196,05:00,19.11,3.46,3.43,138.49,7.63,1.8754,87.44,16.45,18.40,1.05,0.84,108.41,36.27,99.91,19.83,6.54,0.014,100.00,100.00,12.950,0.0,05:00,196
196,05:15,19.20,3.33,3.30,163.73,7.23,1.8790,87.25,16.48,18.40,0.94,0.88,241.06,19.64,99.91,20.46,7.31,0.016,100.00,100.00,12.947,0.0,05:15,196
196,05:30,19.28,3.47,3.46,165.49,4.22,1.8338,83.92,16.10,18.69,1.12,1.06,179.72,18.55,99.92,13.68,7.15,0.012,100.00,100.00,12.943,0.0,05:30,196
196,05:45,19.14,3.06,3.05,166.09,5.40,1.8509,84.06,16.25,18.74,1.00,0.80,183.21,35.62,99.91,21.83,9.08,0.008,100.00,100.00,12.940,0.0,05:45,196
196,06:00,18.99,1.32,1.13,129.29,30.36,1.8546,84.30,16.28,18.75,1.52,1.44,17.97,17.60,99.92,17.79,13.20,0.005,100.00,100.00,12.937,0.0,06:00,196
196,06:15,19.15,1.43,1.05,273.68,41.60,1.8597,84.25,16.32,18.79,1.83,1.67,317.43,23.92,99.95,20.75,13.80,0.007,100.00,100.00,12.934,0.0,06:15,196
196,06:30,19.05,3.37,3.19,292.48,18.40,1.8648,84.00,16.36,18.84,2.10,1.81,316.16,30.00,99.98,9.20,1.35,0.004,100.00,100.00,12.931,0.0,06:30,196
196,06:45,19.27,2.02,1.91,160.49,18.59,1.9401,90.75,16.99,18.12,1.88,1.71,104.76,24.24,99.95,15.40,7.01,0.023,100.00,100.00,12.929,0.0,06:45,196
196,07:00,18.92,2.63,2.59,165.85,9.28,1.9764,93.35,17.28,18.01,1.17,1.10,130.31,19.67,99.95,27.12,14.55,0.018,100.00,100.00,12.928,0.0,07:00,196
196,07:15,18.80,2.88,2.81,164.36,12.72,2.0174,96.90,17.61,17.84,1.33,1.24,96.47,21.44,99.96,39.81,23.84,0.019,100.00,100.00,12.927,0.0,07:15,196
196,07:30,18.99,2.99,2.96,144.87,8.14,2.0431,97.19,17.81,18.01,1.24,0.93,104.53,40.60,99.97,27.06,16.18,0.019,100.00,100.00,12.925,0.0,07:30,196
196,07:45,19.12,4.16,4.14,162.99,4.59,2.0292,96.38,17.70,18.06,1.18,1.12,175.73,17.64,99.97,23.20,14.59,0.021,100.00,100.00,12.924,0.0,07:45,196
196,08:00,18.84,5.72,5.71,179.31,2.22,2.0640,97.07,17.97,18.15,1.56,1.53,201.63,12.17,99.98,33.60,22.84,0.014,100.00,100.00,12.922,0.0,08:00,196
